who_region_code,date,cases,deaths
AFRO,2020-09-03,1067530,22566
AFRO,2020-09-04,1073359,22739
AFRO,2020-09-05,1077965,22886
AFRO,2020-09-06,1082422,23044
AFRO,2020-09-07,1086566,23206
AFRO,2020-09-08,1091033,23360
AFRO,2020-09-09,1096114,23499
AFRO,2020-09-10,1101176,23615
AFRO,2020-09-11,1105890,23777
AFRO,2020-09-12,1110082,23868
AFRO,2020-09-13,1113979,23934
AFRO,2020-09-14,1117295,24039
AFRO,2020-09-15,1120703,24243
AFRO,2020-09-16,1124889,24350
AFRO,2020-09-17,1129509,24463
AFRO,2020-09-18,1134139,24588
AFRO,2020-09-19,1138839,24710
AFRO,2020-09-20,1142838,24759
AFRO,2020-09-21,1146064,24832
AFRO,2020-09-22,1149908,25009
AFRO,2020-09-23,1154247,25154
AFRO,2020-09-24,1158564,25267
AFRO,2020-09-25,1162247,25333
AFRO,2020-09-26,1165164,25433
AFRO,2020-09-27,1168723,25482
AFRO,2020-09-28,1172002,25707
AFRO,2020-09-29,1175186,25827
AFRO,2020-09-30,1179506,25928
AFRO,2020-10-01,1183560,26086
AFRO,2020-10-02,1187926,26174
AFRO,2020-10-03,1192389,26228
AFRO,2020-10-04,1196160,26291
AFRO,2020-10-05,1198723,26367
AFRO,2020-10-06,1201605,26497
AFRO,2020-10-07,1205882,26679
AFRO,2020-10-08,1210602,26870
AFRO,2020-10-09,1214529,27045
AFRO,2020-10-10,1219706,27214
AFRO,2020-10-11,1223646,27347
AFRO,2020-10-12,1226926,27486
AFRO,2020-10-13,1230270,27687
AFRO,2020-10-14,1235175,27856
AFRO,2020-10-15,1239998,28041
AFRO,2020-10-16,1245882,28173
AFRO,2020-10-17,1250488,28254
AFRO,2020-10-18,1254870,28352
AFRO,2020-10-19,1258925,28410
AFRO,2020-10-20,1262579,28605
AFRO,2020-10-21,1267124,28744
AFRO,2020-10-22,1272754,28892
AFRO,2020-10-23,1277237,28983
AFRO,2020-10-24,1282187,29093
AFRO,2020-10-25,1286420,29144
AFRO,2020-10-26,1289892,29238
AFRO,2020-10-27,1293624,29326
AFRO,2020-10-28,1298579,29418
AFRO,2020-10-29,1304354,29533
AFRO,2020-10-30,1309779,29645
AFRO,2020-10-31,1314631,29717
AFRO,2020-11-01,1319032,29915
AFRO,2020-11-02,1322225,30010
AFRO,2020-11-03,1326069,30120
AFRO,2020-11-04,1331939,30224
AFRO,2020-11-05,1338556,30368
AFRO,2020-11-06,1343608,30501
AFRO,2020-11-07,1348719,30575
AFRO,2020-11-08,1353660,30636
AFRO,2020-11-09,1357644,30726
AFRO,2020-11-10,1362875,30885
AFRO,2020-11-11,1368736,31018
AFRO,2020-11-12,1375544,31145
AFRO,2020-11-13,1382000,31284
AFRO,2020-11-14,1388165,31370
AFRO,2020-11-15,1393404,31485
AFRO,2020-11-16,1398808,31619
AFRO,2020-11-17,1404466,31792
AFRO,2020-11-18,1411321,31981
AFRO,2020-11-19,1419582,32154
AFRO,2020-11-20,1426640,32306
AFRO,2020-11-21,1433516,32456
AFRO,2020-11-22,1439505,32574
AFRO,2020-11-23,1445262,32697
AFRO,2020-11-24,1451462,32869
AFRO,2020-11-25,1458858,33032
AFRO,2020-11-26,1466241,33167
AFRO,2020-11-27,1474834,33320
AFRO,2020-11-28,1482034,33425
AFRO,2020-11-29,1488020,33505
AFRO,2020-11-30,1494333,33631
AFRO,2020-12-01,1500453,33785
AFRO,2020-12-02,1508561,33896
AFRO,2020-12-03,1518450,34048
AFRO,2020-12-04,1528396,34257
AFRO,2020-12-05,1537052,34414
AFRO,2020-12-06,1544828,34586
AMRO,2020-01-22,1,0
AMRO,2020-01-23,1,0
AMRO,2020-01-24,2,0
AMRO,2020-01-25,2,0
AMRO,2020-01-26,6,0
AMRO,2020-01-27,6,0
AMRO,2020-01-28,7,0
AMRO,2020-01-29,8,0
AMRO,2020-01-30,8,0
AMRO,2020-01-31,12,0
AMRO,2020-02-01,12,0
AMRO,2020-02-02,12,0
AMRO,2020-02-03,15,0
AMRO,2020-02-04,15,0
AMRO,2020-02-05,16,0
AMRO,2020-02-06,17,0
AMRO,2020-02-07,19,0
AMRO,2020-02-08,19,0
AMRO,2020-02-09,19,0
AMRO,2020-02-10,19,0
AMRO,2020-02-11,20,0
AMRO,2020-02-12,20,0
AMRO,2020-02-13,21,0
AMRO,2020-02-14,21,0
AMRO,2020-02-15,21,0
AMRO,2020-02-16,21,0
AMRO,2020-02-17,22,0
AMRO,2020-02-18,22,0
AMRO,2020-02-19,22,0
AMRO,2020-02-20,22,0
AMRO,2020-02-21,25,0
AMRO,2020-02-22,25,0
AMRO,2020-02-23,27,0
AMRO,2020-02-24,28,0
AMRO,2020-02-25,29,0
AMRO,2020-02-26,30,0
AMRO,2020-02-27,33,0
AMRO,2020-02-28,35,0
AMRO,2020-02-29,53,1
AMRO,2020-03-01,79,1
AMRO,2020-03-02,105,6
AMRO,2020-03-03,130,7
AMRO,2020-03-04,171,11
AMRO,2020-03-05,258,12
AMRO,2020-03-06,338,14
AMRO,2020-03-07,515,17
AMRO,2020-03-08,674,22
AMRO,2020-03-09,773,24
AMRO,2020-03-10,986,30
AMRO,2020-03-11,1428,36
AMRO,2020-03-12,1915,47
AMRO,2020-03-13,2817,56
AMRO,2020-03-14,3697,65
AMRO,2020-03-15,4074,77
AMRO,2020-03-16,5996,108
AMRO,2020-03-17,8235,146
AMRO,2020-03-18,11370,211
AMRO,2020-03-19,16600,294
AMRO,2020-03-20,23899,409
AMRO,2020-03-21,31174,526
AMRO,2020-03-22,41649,662
AMRO,2020-03-23,54484,873
AMRO,2020-03-24,66780,1145
AMRO,2020-03-25,80450,1504
AMRO,2020-03-26,100599,1956
AMRO,2020-03-27,121515,2532
AMRO,2020-03-28,143855,3235
AMRO,2020-03-29,164955,3894
AMRO,2020-03-30,189475,4671
AMRO,2020-03-31,219689,5881
AMRO,2020-04-01,249425,7164
AMRO,2020-04-02,284333,8867
AMRO,2020-04-03,320009,10408
AMRO,2020-04-04,356507,12159
AMRO,2020-04-05,390107,13885
AMRO,2020-04-06,423764,15910
AMRO,2020-04-07,460041,18710
AMRO,2020-04-08,499403,21167
AMRO,2020-04-09,540540,23737
AMRO,2020-04-10,581861,26264
AMRO,2020-04-11,616350,28671
AMRO,2020-04-12,648149,30774
AMRO,2020-04-13,680242,32996
AMRO,2020-04-14,713880,35922
AMRO,2020-04-15,751438,38957
AMRO,2020-04-16,790674,41689
AMRO,2020-04-17,831972,44254
AMRO,2020-04-18,868326,46728
AMRO,2020-04-19,900913,49079
AMRO,2020-04-20,936726,51689
AMRO,2020-04-21,970399,54818
AMRO,2020-04-22,1008921,57821
AMRO,2020-04-23,1053018,61098
AMRO,2020-04-24,1107626,64075
AMRO,2020-04-25,1153025,66498
AMRO,2020-04-26,1189832,68299
AMRO,2020-04-27,1222926,70495
AMRO,2020-04-28,1260968,73819
AMRO,2020-04-29,1302915,77264
AMRO,2020-04-30,1348550,80653
AMRO,2020-05-01,1398483,83568
AMRO,2020-05-02,1441574,86287
AMRO,2020-05-03,1482600,88224
AMRO,2020-05-04,1521597,90319
AMRO,2020-05-05,1562206,93776
AMRO,2020-05-06,1607686,97345
AMRO,2020-05-07,1653435,100497
AMRO,2020-05-08,1699779,103632
AMRO,2020-05-09,1745795,106300
AMRO,2020-05-10,1780492,108487
AMRO,2020-05-11,1813822,110401
AMRO,2020-05-12,1855799,113700
AMRO,2020-05-13,1900692,116837
AMRO,2020-05-14,1953371,120000
AMRO,2020-05-15,2008898,123460
AMRO,2020-05-16,2062603,126123
AMRO,2020-05-17,2100036,127812
AMRO,2020-05-18,2147427,130207
AMRO,2020-05-19,2200258,133535
AMRO,2020-05-20,2258044,136721
AMRO,2020-05-21,2318413,139952
AMRO,2020-05-22,2377574,143113
AMRO,2020-05-23,2437455,145778
AMRO,2020-05-24,2489241,147535
AMRO,2020-05-25,2535418,149630
AMRO,2020-05-26,2589148,152239
AMRO,2020-05-27,2647793,155793
AMRO,2020-05-28,2716284,158958
AMRO,2020-05-29,2785900,161971
AMRO,2020-05-30,2872358,164633
AMRO,2020-05-31,2929869,166477
AMRO,2020-06-01,2976720,168434
AMRO,2020-06-02,3048785,171714
AMRO,2020-06-03,3113129,175629
AMRO,2020-06-04,3184462,179398
AMRO,2020-06-05,3259041,182436
AMRO,2020-06-06,3336357,184904
AMRO,2020-06-07,3392748,186479
AMRO,2020-06-08,3442208,188917
AMRO,2020-06-09,3511340,192166
AMRO,2020-06-10,3587611,195675
AMRO,2020-06-11,3664135,198901
AMRO,2020-06-12,3734970,201661
AMRO,2020-06-13,3807624,204456
AMRO,2020-06-14,3871482,206473
AMRO,2020-06-15,3929890,208336
AMRO,2020-06-16,4009903,211661
AMRO,2020-06-17,4087294,215117
AMRO,2020-06-18,4161435,218466
AMRO,2020-06-19,4272186,221764
AMRO,2020-06-20,4361242,224427
AMRO,2020-06-21,4427197,227035
AMRO,2020-06-22,4502012,229309
AMRO,2020-06-23,4601403,232810
AMRO,2020-06-24,4702225,236365
AMRO,2020-06-25,4809619,239527
AMRO,2020-06-26,4927080,242609
AMRO,2020-06-27,5032632,245591
AMRO,2020-06-28,5126564,247405
AMRO,2020-06-29,5212315,249593
AMRO,2020-06-30,5315167,252729
AMRO,2020-07-01,5439139,255911
AMRO,2020-07-02,5569693,259399
AMRO,2020-07-03,5691641,262739
AMRO,2020-07-04,5803033,265408
AMRO,2020-07-05,5904051,267172
AMRO,2020-07-06,5991389,269302
AMRO,2020-07-07,6123182,273335
AMRO,2020-07-08,6254057,276923
AMRO,2020-07-09,6389857,280568
AMRO,2020-07-10,6533836,284097
AMRO,2020-07-11,6662094,287180
AMRO,2020-07-12,6771538,289234
AMRO,2020-07-13,6875391,291426
AMRO,2020-07-14,7014563,295181
AMRO,2020-07-15,7152028,298750
AMRO,2020-07-16,7307920,302496
AMRO,2020-07-17,7449987,307133
AMRO,2020-07-18,7579104,310288
AMRO,2020-07-19,7693718,312444
AMRO,2020-07-20,7804902,314726
AMRO,2020-07-21,7944049,318961
AMRO,2020-07-22,8117703,323015
AMRO,2020-07-23,8284458,330793
AMRO,2020-07-24,8450350,334754
AMRO,2020-07-25,8598213,338315
AMRO,2020-07-26,8706506,340215
AMRO,2020-07-27,8827467,343557
AMRO,2020-07-28,8972505,347650
AMRO,2020-07-29,9149575,352199
AMRO,2020-07-30,9310614,356078
AMRO,2020-07-31,9473181,360183
AMRO,2020-08-01,9613815,363776
AMRO,2020-08-02,9737699,366236
AMRO,2020-08-03,9831735,368626
AMRO,2020-08-04,9977656,372987
AMRO,2020-08-05,10132245,377577
AMRO,2020-08-06,10290178,381900
AMRO,2020-08-07,10443066,385998
AMRO,2020-08-08,10581170,389353
AMRO,2020-08-09,10693384,391787
AMRO,2020-08-10,10802004,394649
AMRO,2020-08-11,10944754,398913
AMRO,2020-08-12,11093833,403177
AMRO,2020-08-13,11252731,407105
AMRO,2020-08-14,11421194,415022
AMRO,2020-08-15,11545528,418108
AMRO,2020-08-16,11650924,420312
AMRO,2020-08-17,11740670,422543
AMRO,2020-08-18,11874067,426902
AMRO,2020-08-19,12016066,431232
AMRO,2020-08-20,12150692,435037
AMRO,2020-08-21,12271447,438801
AMRO,2020-08-22,12409148,442366
AMRO,2020-08-23,12502355,444487
AMRO,2020-08-24,12596662,446982
AMRO,2020-08-25,12723421,451054
AMRO,2020-08-26,12859410,455059
AMRO,2020-08-27,12990931,458662
AMRO,2020-08-28,13127195,462003
AMRO,2020-08-29,13256780,465147
AMRO,2020-08-30,13344304,467219
AMRO,2020-08-31,13462799,469546
AMRO,2020-09-01,13586646,473716
AMRO,2020-09-02,13715146,477452
AMRO,2020-09-03,13839816,480727
AMRO,2020-09-04,13988112,484257
AMRO,2020-09-05,14105883,487046
AMRO,2020-09-06,14185376,488764
AMRO,2020-09-07,14244177,495899
AMRO,2020-09-08,14322342,498425
AMRO,2020-09-09,14431864,502123
AMRO,2020-09-10,14550044,505488
AMRO,2020-09-11,14684185,509014
AMRO,2020-09-12,14801041,511647
AMRO,2020-09-13,14886599,513216
AMRO,2020-09-14,14971534,515197
AMRO,2020-09-15,15084137,518897
AMRO,2020-09-16,15198687,521936
AMRO,2020-09-17,15319974,524776
AMRO,2020-09-18,15449612,527759
AMRO,2020-09-19,15564881,530612
AMRO,2020-09-20,15652446,532128
AMRO,2020-09-21,15750055,533933
AMRO,2020-09-22,15855873,537120
AMRO,2020-09-23,15937607,540031
AMRO,2020-09-24,16092074,544140
AMRO,2020-09-25,16222215,547427
AMRO,2020-09-26,16330080,550228
AMRO,2020-09-27,16415023,551694
AMRO,2020-09-28,16495955,553353
AMRO,2020-09-29,16607758,556557
AMRO,2020-09-30,16722207,559893
AMRO,2020-10-01,16843075,565841
AMRO,2020-10-02,16937895,568113
AMRO,2020-10-03,17082489,571231
AMRO,2020-10-04,17154487,572793
AMRO,2020-10-05,17268791,577333
AMRO,2020-10-06,17394259,580150
AMRO,2020-10-07,17518784,583068
AMRO,2020-10-08,17648732,586338
AMRO,2020-10-09,17775557,589559
AMRO,2020-10-10,17900262,591754
AMRO,2020-10-11,17991951,593288
AMRO,2020-10-12,18071138,594729
AMRO,2020-10-13,18171054,597091
AMRO,2020-10-14,18293806,600006
AMRO,2020-10-15,18432600,602907
AMRO,2020-10-16,18574729,605818
AMRO,2020-10-17,18692719,608232
AMRO,2020-10-18,18777326,609324
AMRO,2020-10-19,18906278,611270
AMRO,2020-10-20,19033070,614199
AMRO,2020-10-21,19167863,617342
AMRO,2020-10-22,19315925,619677
AMRO,2020-10-23,19468757,622837
AMRO,2020-10-24,19619872,625361
AMRO,2020-10-25,19732160,626893
AMRO,2020-10-26,19850283,628708
AMRO,2020-10-27,19995506,631722
AMRO,2020-10-28,20144050,634494
AMRO,2020-10-29,20304841,637290
AMRO,2020-10-30,20468945,640125
AMRO,2020-10-31,20616076,642521
AMRO,2020-11-01,20733509,643820
AMRO,2020-11-02,20857401,645537
AMRO,2020-11-03,21027503,648659
AMRO,2020-11-04,21197893,651996
AMRO,2020-11-05,21363678,654410
AMRO,2020-11-06,21571267,657862
AMRO,2020-11-07,21759477,660295
AMRO,2020-11-08,21911112,661705
AMRO,2020-11-09,22074598,663600
AMRO,2020-11-10,22272299,666455
AMRO,2020-11-11,22505802,669842
AMRO,2020-11-12,22742770,673303
AMRO,2020-11-13,22991594,676214
AMRO,2020-11-14,23234877,679712
AMRO,2020-11-15,23413677,681335
AMRO,2020-11-16,23616815,683368
AMRO,2020-11-17,23843181,686649
AMRO,2020-11-18,24082626,690538
AMRO,2020-11-19,24341977,694362
AMRO,2020-11-20,24616244,698325
AMRO,2020-11-21,24865149,701267
AMRO,2020-11-22,25058826,703154
AMRO,2020-11-23,25281289,705217
AMRO,2020-11-24,25523697,709620
AMRO,2020-11-25,25795597,714112
AMRO,2020-11-26,25986043,717372
AMRO,2020-11-27,26263255,720128
AMRO,2020-11-28,26526987,723712
AMRO,2020-11-29,26724458,725589
AMRO,2020-11-30,26939847,728065
AMRO,2020-12-01,27210500,732803
AMRO,2020-12-02,27504889,737785
AMRO,2020-12-03,27821728,742807
AMRO,2020-12-04,28141319,747479
AMRO,2020-12-05,28443376,751660
AMRO,2020-12-06,28681442,753911
EMRO,2020-01-29,4,0
EMRO,2020-01-30,4,0
EMRO,2020-01-31,4,0
EMRO,2020-02-01,4,0
EMRO,2020-02-02,5,0
EMRO,2020-02-03,5,0
EMRO,2020-02-04,5,0
EMRO,2020-02-05,5,0
EMRO,2020-02-06,5,0
EMRO,2020-02-07,5,0
EMRO,2020-02-08,7,0
EMRO,2020-02-09,7,0
EMRO,2020-02-10,8,0
EMRO,2020-02-11,8,0
EMRO,2020-02-12,8,0
EMRO,2020-02-13,8,0
EMRO,2020-02-14,9,0
EMRO,2020-02-15,9,0
EMRO,2020-02-16,10,0
EMRO,2020-02-17,10,0
EMRO,2020-02-18,10,0
EMRO,2020-02-19,12,2
EMRO,2020-02-20,15,2
EMRO,2020-02-21,29,4
EMRO,2020-02-22,43,5
EMRO,2020-02-23,58,8
EMRO,2020-02-24,82,12
EMRO,2020-02-25,150,16
EMRO,2020-02-26,226,19
EMRO,2020-02-27,351,26
EMRO,2020-02-28,507,34
EMRO,2020-02-29,730,43
EMRO,2020-03-01,1136,54
EMRO,2020-03-02,1685,66
EMRO,2020-03-03,2544,77
EMRO,2020-03-04,3143,94
EMRO,2020-03-05,3756,109
EMRO,2020-03-06,5021,127
EMRO,2020-03-07,6164,149
EMRO,2020-03-08,6975,201
EMRO,2020-03-09,7608,244
EMRO,2020-03-10,8590,301
EMRO,2020-03-11,9908,366
EMRO,2020-03-12,11043,442
EMRO,2020-03-13,12507,530
EMRO,2020-03-14,14039,628
EMRO,2020-03-15,15469,741
EMRO,2020-03-16,16749,871
EMRO,2020-03-17,18185,1010
EMRO,2020-03-18,19680,1162
EMRO,2020-03-19,21105,1315
EMRO,2020-03-20,22772,1473
EMRO,2020-03-21,23963,1600
EMRO,2020-03-22,25449,1742
EMRO,2020-03-23,27279,1878
EMRO,2020-03-24,29667,2010
EMRO,2020-03-25,32562,2164
EMRO,2020-03-26,35563,2342
EMRO,2020-03-27,39118,2512
EMRO,2020-03-28,42784,2668
EMRO,2020-03-29,46365,2813
EMRO,2020-03-30,50325,2954
EMRO,2020-03-31,54294,3116
EMRO,2020-04-01,58216,3284
EMRO,2020-04-02,62302,3438
EMRO,2020-04-03,66191,3599
EMRO,2020-04-04,70234,3790
EMRO,2020-04-05,74642,3983
EMRO,2020-04-06,78528,4153
EMRO,2020-04-07,82104,4319
EMRO,2020-04-08,85481,4462
EMRO,2020-04-09,88677,4608
EMRO,2020-04-10,92332,4788
EMRO,2020-04-11,96084,4948
EMRO,2020-04-12,99707,5106
EMRO,2020-04-13,103672,5254
EMRO,2020-04-14,107628,5397
EMRO,2020-04-15,111720,5536
EMRO,2020-04-16,115769,5661
EMRO,2020-04-17,120718,5785
EMRO,2020-04-18,124951,5917
EMRO,2020-04-19,129272,6047
EMRO,2020-04-20,134722,6193
EMRO,2020-04-21,139502,6321
EMRO,2020-04-22,144967,6476
EMRO,2020-04-23,150090,6625
EMRO,2020-04-24,155640,6766
EMRO,2020-04-25,161098,6897
EMRO,2020-04-26,166471,7004
EMRO,2020-04-27,171854,7166
EMRO,2020-04-28,177428,7319
EMRO,2020-04-29,183476,7487
EMRO,2020-04-30,189739,7630
EMRO,2020-05-01,195766,7760
EMRO,2020-05-02,201506,7888
EMRO,2020-05-03,207500,8005
EMRO,2020-05-04,214082,8159
EMRO,2020-05-05,222430,8327
EMRO,2020-05-06,229542,8483
EMRO,2020-05-07,237595,8611
EMRO,2020-05-08,247216,8766
EMRO,2020-05-09,255887,8891
EMRO,2020-05-10,265694,9049
EMRO,2020-05-11,275601,9161
EMRO,2020-05-12,284837,9280
EMRO,2020-05-13,293687,9391
EMRO,2020-05-14,305752,9567
EMRO,2020-05-15,314735,9683
EMRO,2020-05-16,325996,9836
EMRO,2020-05-17,337501,9964
EMRO,2020-05-18,349367,10125
EMRO,2020-05-19,361942,10291
EMRO,2020-05-20,374933,10451
EMRO,2020-05-21,388864,10634
EMRO,2020-05-22,402093,10798
EMRO,2020-05-23,415036,10984
EMRO,2020-05-24,427134,11162
EMRO,2020-05-25,438062,11290
EMRO,2020-05-26,448695,11430
EMRO,2020-05-27,461084,11611
EMRO,2020-05-28,474616,11817
EMRO,2020-05-29,488957,12073
EMRO,2020-05-30,504252,12350
EMRO,2020-05-31,519412,12617
EMRO,2020-06-01,535226,12892
EMRO,2020-06-02,551559,13158
EMRO,2020-06-03,569222,13454
EMRO,2020-06-04,586015,13712
EMRO,2020-06-05,604264,14007
EMRO,2020-06-06,622713,14297
EMRO,2020-06-07,640680,14591
EMRO,2020-06-08,658127,14907
EMRO,2020-06-09,676032,15226
EMRO,2020-06-10,695446,15560
EMRO,2020-06-11,715707,15910
EMRO,2020-06-12,729969,16168
EMRO,2020-06-13,750364,16538
EMRO,2020-06-14,776997,17074
EMRO,2020-06-15,796469,17553
EMRO,2020-06-16,816730,18045
EMRO,2020-06-17,836862,18534
EMRO,2020-06-18,856109,19040
EMRO,2020-06-19,877714,19554
EMRO,2020-06-20,896799,20064
EMRO,2020-06-21,914013,20515
EMRO,2020-06-22,932543,20973
EMRO,2020-06-23,950426,21422
EMRO,2020-06-24,968982,21963
EMRO,2020-06-25,987229,22455
EMRO,2020-06-26,1005862,22941
EMRO,2020-06-27,1023618,23432
EMRO,2020-06-28,1041230,23880
EMRO,2020-06-29,1057822,24428
EMRO,2020-06-30,1076829,24944
EMRO,2020-07-01,1096077,25487
EMRO,2020-07-02,1114818,26013
EMRO,2020-07-03,1130585,26441
EMRO,2020-07-04,1149334,26938
EMRO,2020-07-05,1170205,27545
EMRO,2020-07-06,1187032,28079
EMRO,2020-07-07,1204023,28645
EMRO,2020-07-08,1221539,29125
EMRO,2020-07-09,1237859,29676
EMRO,2020-07-10,1255049,30144
EMRO,2020-07-11,1270486,30639
EMRO,2020-07-12,1285830,31226
